1.0000000000	0.0000000000	0.0000000000	0.0265214244
0.0000000000	1.0000000000	0.0000000000	0.0265214244
0.0000000000	0.0000000000	1.0000000000	0.0265214244
0.7071067812	0.7071067812	0.0000000000	0.0199301476
0.7071067812	-0.7071067812	0.0000000000	0.0199301476
0.7071067812	0.0000000000	0.7071067812	0.0199301476
0.7071067812	0.0000000000	-0.7071067812	0.0199301476
0.0000000000	0.7071067812	0.7071067812	0.0199301476
0.0000000000	0.7071067812	-0.7071067812	0.0199301476
0.3879073041	0.3879073041	0.8360955967	0.0250712367
0.3879073041	0.3879073041	-0.8360955967	0.0250712367
0.3879073041	-0.3879073041	0.8360955967	0.0250712367
0.3879073041	-0.3879073041	-0.8360955967	0.0250712367
0.3879073041	0.8360955967	0.3879073041	0.0250712367
0.3879073041	0.8360955967	-0.3879073041	0.0250712367
0.3879073041	-0.8360955967	0.3879073041	0.0250712367
0.3879073041	-0.8360955967	-0.3879073041	0.0250712367
0.8360955967	0.3879073041	0.3879073041	0.0250712367
0.8360955967	0.3879073041	-0.3879073041	0.0250712367
0.8360955967	-0.3879073041	0.3879073041	0.0250712367
0.8360955967	-0.3879073041	-0.3879073041	0.0250712367
